keyword,cluster,page,source,business_fit,search_volume_us,cpc_usd,paid_competition,paid_competition_index,seo_kd,metric_status,screening_status
signs he likes you when kissing,interest,TBD,Google autocomplete: signs he loves you w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he is keeping his distance,distance,TBD,Google autocomplete: he is distant h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
when to leave a healthy relationship,breakup,TBD,Google autocomplete: when to end a relationship h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
conversation starters for couples fun,conversation,TBD,Google autocomplete: conversation starters for couples,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
intentions dating app,dating,TBD,Google autocomplete: dating intentions a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
playful teasing words,textmeaning,TBD,Google autocomplete: playful teasing,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
conversation starters for hinge matches,conversation,TBD,Google autocomplete: conversation starters for couples h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond when he rejects you,responses,TBD,Google autocomplete: how to respond to rejection h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
only dating website,dating,TBD,Google autocomplete: dating exclusively w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
relationship with chemistry,textmeaning,TBD,Google autocomplete: romantic chemistry w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond with a flirty text,responses,TBD,Google autocomplete: how to respond to a flirty text w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
relationship anarchy labels,dating,TBD,Google autocomplete: relationship labels a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
feeling disconnected with husband,patterns,TBD,Google autocomplete: feeling disconnected from partner w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to say when someone ignores you,responses,TBD,Google autocomplete: what to say when someone ignores you h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
relationship arguing stage,dating,TBD,Google autocomplete: relationship stages a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
romantic attraction aromantic,textmeaning,TBD,Google autocomplete: romantic attraction a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to seek clarity in a relationship,responses,TBD,Google autocomplete: how to ask for clarity in a relationship,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
relationship argument stage,dating,TBD,Google autocomplete: relationship stages a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he seems distant when overwhelmed,distance,TBD,Google autocomplete: he is distant w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
feeling lonely without relationship,patterns,TBD,Google autocomplete: feeling lonely in a relationship w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
romantic attraction asexual,textmeaning,TBD,Google autocomplete: romantic attraction a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs of attraction at the gym,interest,TBD,Google autocomplete: signs of attraction a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
conversation starters with a girl,conversation,TBD,Google autocomplete: conversation starters,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
relationship communication wheel,dating,TBD,Google autocomplete: dating communication w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he's inconsistent with communication,patterns,TBD,Google autocomplete: inconsistent communication w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to get a closure from someone,breakup,TBD,Google autocomplete: how to get closure a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
ways to respond to good morning text,responses,TBD,Google autocomplete: how to respond to good morning text w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
healthy dating relationship signs,patterns,TBD,Google autocomplete: healthy relationship signs,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
conversation topics for a couple,conversation,TBD,Google autocomplete: conversation starters for couples a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he's acting weird around me,distance,TBD,Google autocomplete: he is acting different a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
healthy relationship needs checklist,patterns,TBD,Google autocomplete: relationship needs h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
what to reply after good morning text,responses,TBD,Google autocomplete: how to respond to good morning text w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
relationship labels meaning,dating,TBD,Google autocomplete: relationship labels,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
left on delivered 12 hours,distance,TBD,Google autocomplete: left on delivered h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
deep conversation questions about relationships,conversation,TBD,Google autocomplete: deep conversation starters a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
relationship labels paralives,dating,TBD,Google autocomplete: relationship labels,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
left on delivered 24 hours,distance,TBD,Google autocomplete: left on delivered h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
what to say when people ignore you,responses,TBD,Google autocomplete: what to say when someone ignores you,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
relationship levels hades,dating,TBD,Google autocomplete: relationship stages h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
left on delivered 5 hours,distance,TBD,Google autocomplete: left on delivered h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
